execution_time,data_transfer,http_calls,solutions,resuming_time,saving_time,query,run,limit,quota,approach,workload,xp
4802.266597747803,42654233.0,33,100,83.51731300354004,3.6163330078125,L3,2,100,100,sage,watdiv,stateless
4740.625858306885,42656604.0,33,100,85.9375,3.682374954223633,L3,3,100,100,sage,watdiv,stateless
4582.902193069458,42616532.0,18,100,46.58055305480957,2.013683319091797,L3,1,100,500,sage,watdiv,stateless
4659.592390060425,42616528.0,18,100,47.315359115600586,2.2101402282714844,L3,2,100,500,sage,watdiv,stateless
4594.167232513428,42616532.0,18,100,47.40500450134277,1.9669532775878904,L3,3,100,500,sage,watdiv,stateless
4596.667289733887,42616535.0,18,100,54.578542709350586,2.031803131103516,L3,1,100,1000,sage,watdiv,stateless
4560.413837432861,42616545.0,18,100,46.02313041687012,2.4614334106445312,L3,2,100,1000,sage,watdiv,stateless
4654.565334320068,42616546.0,18,100,49.19648170471192,2.2041797637939453,L3,3,100,1000,sage,watdiv,stateless
4498.474597930908,42616571.0,18,100,47.18804359436035,1.6765594482421875,L3,1,100,10000,sage,watdiv,stateless
4594.76900100708,42616544.0,18,100,47.019243240356445,2.12860107421875,L3,2,100,10000,sage,watdiv,stateless
4556.414365768433,42616547.0,18,100,47.16014862060547,2.142667770385742,L3,3,100,10000,sage,watdiv,stateless
4724.663257598877,42656848.0,33,1000,84.18011665344238,3.5736560821533203,L3,1,1000,100,sage,watdiv,stateless
4718.30153465271,42654390.0,33,1000,88.99831771850586,3.811836242675781,L3,2,1000,100,sage,watdiv,stateless
4740.921497344971,42655966.0,33,1000,86.62652969360352,3.9021968841552734,L3,3,1000,100,sage,watdiv,stateless
4478.320121765137,42616532.0,18,1000,44.88158226013184,1.847505569458008,L3,1,1000,500,sage,watdiv,stateless
4545.877456665039,42616533.0,18,1000,45.58897018432617,2.0339488983154297,L3,2,1000,500,sage,watdiv,stateless
4539.022207260132,42616530.0,18,1000,45.40514945983887,2.140522003173828,L3,3,1000,500,sage,watdiv,stateless
4554.688692092896,42616531.0,18,1000,45.038700103759766,2.3691654205322266,L3,1,1000,1000,sage,watdiv,stateless
4436.765909194946,42616542.0,18,1000,45.73678970336914,1.9407272338867188,L3,2,1000,1000,sage,watdiv,stateless
4596.575975418091,42616546.0,18,1000,47.04809188842773,2.121448516845703,L3,3,1000,1000,sage,watdiv,stateless
4649.807929992676,42616553.0,18,1000,46.19073867797852,2.3446083068847656,L3,1,1000,10000,sage,watdiv,stateless
4518.466234207153,42616568.0,18,1000,61.85579299926758,1.894474029541016,L3,2,1000,10000,sage,watdiv,stateless
4616.138458251953,42616569.0,18,1000,45.88222503662109,2.397298812866211,L3,3,1000,10000,sage,watdiv,stateless
5291.44549369812,42655098.0,33,10000,85.71743965148926,4.21595573425293,L3,1,10000,100,sage,watdiv,stateless
5298.41685295105,42655070.0,33,10000,82.56244659423828,3.9510726928710938,L3,2,10000,100,sage,watdiv,stateless
5213.536262512207,42654446.0,33,10000,89.60986137390137,3.837347030639648,L3,3,10000,100,sage,watdiv,stateless
5067.705392837524,42616531.0,18,10000,48.44880104064941,2.012968063354492,L3,1,10000,500,sage,watdiv,stateless
5055.922746658325,42616529.0,18,10000,46.91767692565918,2.129554748535156,L3,2,10000,500,sage,watdiv,stateless
4996.18673324585,42616530.0,18,10000,46.07391357421875,1.9025802612304688,L3,3,10000,500,sage,watdiv,stateless
5104.505777359009,42616545.0,18,10000,46.90122604370117,2.017974853515625,L3,1,10000,1000,sage,watdiv,stateless
5112.265348434448,42616534.0,18,10000,48.24376106262207,2.058267593383789,L3,2,10000,1000,sage,watdiv,stateless
5090.902090072632,42616541.0,18,10000,45.90296745300293,2.1712779998779297,L3,3,10000,1000,sage,watdiv,stateless
5084.3825340271,42616569.0,18,10000,47.30844497680664,2.239227294921875,L3,1,10000,10000,sage,watdiv,stateless
5035.033941268921,42616572.0,18,10000,47.129154205322266,1.936197280883789,L3,2,10000,10000,sage,watdiv,stateless
5231.4612865448,42616566.0,18,10000,48.357248306274414,2.1064281463623047,L3,3,10000,10000,sage,watdiv,stateless
45.41540145874024,288127.0,1,10,4.036903381347656,0.0002384185791015,S6,1,10,100,sage,watdiv,stateless
43.87068748474121,288128.0,1,10,3.5605430603027344,0.0002384185791015,S6,2,10,100,sage,watdiv,stateless
53.802490234375,288126.0,1,10,7.938861846923828,0.0004768371582031,S6,3,10,100,sage,watdiv,stateless
47.05190658569336,288126.0,1,10,4.341840744018555,0.0004768371582031,S6,1,10,500,sage,watdiv,stateless
46.64182662963867,288128.0,1,10,3.8242340087890634,0.0002384185791015,S6,2,10,500,sage,watdiv,stateless
49.05009269714356,288109.0,1,10,4.718542098999023,0.0,S6,3,10,500,sage,watdiv,stateless
59.25154685974121,288129.0,1,10,3.7584304809570312,0.0002384185791015,S6,1,10,1000,sage,watdiv,stateless
42.78993606567383,288129.0,1,10,3.65900993347168,0.0002384185791015,S6,2,10,1000,sage,watdiv,stateless
47.16777801513672,288109.0,1,10,5.36036491394043,0.0,S6,3,10,1000,sage,watdiv,stateless
44.86799240112305,288112.0,1,10,3.659248352050781,0.0,S6,1,10,10000,sage,watdiv,stateless
47.41334915161133,288129.0,1,10,5.1898956298828125,0.0004768371582031,S6,2,10,10000,sage,watdiv,stateless
47.78647422790527,288128.0,1,10,4.08482551574707,0.0002384185791015,S6,3,10,10000,sage,watdiv,stateless
50.1711368560791,288109.0,1,100,4.313468933105469,0.0,S6,1,100,100,sage,watdiv,stateless
62.761545181274414,288127.0,1,100,3.8144588470458975,0.0004768371582031,S6,2,100,100,sage,watdiv,stateless
45.38416862487793,288127.0,1,100,3.804445266723633,0.0007152557373046,S6,3,100,100,sage,watdiv,stateless
48.19703102111816,288126.0,1,100,3.840923309326172,0.0004768371582031,S6,1,100,500,sage,watdiv,stateless
47.33467102050781,288109.0,1,100,4.123449325561523,0.0,S6,2,100,500,sage,watdiv,stateless
47.89233207702637,288127.0,1,100,4.067897796630859,0.0002384185791015,S6,3,100,500,sage,watdiv,stateless
47.15251922607422,288129.0,1,100,3.5567283630371094,0.0002384185791015,S6,1,100,1000,sage,watdiv,stateless
50.21834373474121,288127.0,1,100,4.665374755859375,0.0004768371582031,S6,2,100,1000,sage,watdiv,stateless
67.63648986816406,288127.0,1,100,4.509925842285156,0.0004768371582031,S6,3,100,1000,sage,watdiv,stateless
49.10445213317871,288129.0,1,100,3.963708877563477,0.0004768371582031,S6,1,100,10000,sage,watdiv,stateless
49.18432235717773,288112.0,1,100,3.62849235534668,0.0,S6,2,100,10000,sage,watdiv,stateless
47.209978103637695,288129.0,1,100,3.8542747497558594,0.0004768371582031,S6,3,100,10000,sage,watdiv,stateless
48.15673828125,288126.0,1,927,4.26173210144043,0.0002384185791015,S6,1,1000,100,sage,watdiv,stateless
49.77297782897949,288128.0,1,927,3.8819313049316406,0.0002384185791015,S6,2,1000,100,sage,watdiv,stateless
48.24185371398926,288127.0,1,927,3.878355026245117,0.0002384185791015,S6,3,1000,100,sage,watdiv,stateless
47.29580879211426,288128.0,1,927,3.929853439331055,0.0002384185791015,S6,1,1000,500,sage,watdiv,stateless
47.86849021911621,288110.0,1,927,3.648281097412109,0.0,S6,2,1000,500,sage,watdiv,stateless
48.75636100769043,288126.0,1,927,4.071235656738281,0.0004768371582031,S6,3,1000,500,sage,watdiv,stateless
47.70565032958984,288111.0,1,927,3.7641525268554688,0.0,S6,1,1000,1000,sage,watdiv,stateless
48.28524589538574,288128.0,1,927,3.650665283203125,0.0002384185791015,S6,2,1000,1000,sage,watdiv,stateless
58.36224555969238,288127.0,1,927,3.500223159790039,0.0004768371582031,S6,3,1000,1000,sage,watdiv,stateless
47.97720909118652,288129.0,1,927,4.127025604248047,0.0002384185791015,S6,1,1000,10000,sage,watdiv,stateless
49.33881759643555,288129.0,1,927,3.847360610961914,0.0002384185791015,S6,2,1000,10000,sage,watdiv,stateless
48.307180404663086,288130.0,1,927,4.1446685791015625,0.0002384185791015,S6,3,1000,10000,sage,watdiv,stateless
47.71661758422852,288127.0,1,927,3.744840621948242,0.0002384185791015,S6,1,10000,100,sage,watdiv,stateless
48.74229431152344,288126.0,1,927,5.71751594543457,0.0002384185791015,S6,2,10000,100,sage,watdiv,stateless
47.23978042602539,288126.0,1,927,4.561424255371094,0.0004768371582031,S6,3,10000,100,sage,watdiv,stateless
48.151493072509766,288127.0,1,927,4.128694534301758,0.0002384185791015,S6,1,10000,500,sage,watdiv,stateless
48.98905754089356,288127.0,1,927,4.123449325561523,0.0002384185791015,S6,2,10000,500,sage,watdiv,stateless
47.68967628479004,288127.0,1,927,3.696441650390625,0.0007152557373046,S6,3,10000,500,sage,watdiv,stateless
46.8599796295166,288111.0,1,927,3.9217472076416016,0.0,S6,1,10000,1000,sage,watdiv,stateless
47.00231552124024,288110.0,1,927,4.032611846923828,0.0,S6,2,10000,1000,sage,watdiv,stateless
46.1270809173584,288110.0,1,927,3.857135772705078,0.0,S6,3,10000,1000,sage,watdiv,stateless
50.18973350524902,288129.0,1,927,4.521608352661133,0.0002384185791015,S6,1,10000,10000,sage,watdiv,stateless
50.89235305786133,288111.0,1,927,4.652261734008789,0.0,S6,2,10000,10000,sage,watdiv,stateless
49.1030216217041,288129.0,1,927,4.948616027832031,0.0002384185791015,S6,3,10000,10000,sage,watdiv,stateless
574.5272636413574,367086.0,6,10,19.007444381713867,0.8146762847900391,S2,1,10,100,sage,watdiv,stateless
561.8484020233154,366815.0,6,10,16.169309616088867,0.8165836334228516,S2,2,10,100,sage,watdiv,stateless
558.5916042327881,366786.0,6,10,16.103744506835938,0.8704662322998047,S2,3,10,100,sage,watdiv,stateless
536.7519855499268,351446.0,2,10,7.913112640380859,0.171661376953125,S2,1,10,500,sage,watdiv,stateless
539.3648147583008,351452.0,2,10,8.441686630249023,0.3154277801513672,S2,2,10,500,sage,watdiv,stateless
529.8669338226318,351454.0,2,10,8.00323486328125,0.186920166015625,S2,3,10,500,sage,watdiv,stateless
532.38844871521,347594.0,1,10,4.219532012939453,0.0,S2,1,10,1000,sage,watdiv,stateless
522.8099822998047,347611.0,1,10,4.732608795166016,0.0004768371582031,S2,2,10,1000,sage,watdiv,stateless
528.5499095916748,347611.0,1,10,5.670070648193359,0.0004768371582031,S2,3,10,1000,sage,watdiv,stateless
522.4790573120117,347612.0,1,10,4.537343978881836,0.0004768371582031,S2,1,10,10000,sage,watdiv,stateless
524.8618125915527,347612.0,1,10,6.227254867553711,0.0004768371582031,S2,2,10,10000,sage,watdiv,stateless
521.517276763916,347612.0,1,10,4.12297248840332,0.0007152557373046,S2,3,10,10000,sage,watdiv,stateless
576.3304233551025,367512.0,6,100,16.280412673950195,1.1470317840576172,S2,1,100,100,sage,watdiv,stateless
564.0347003936768,366802.0,6,100,17.25935935974121,0.8761882781982422,S2,2,100,100,sage,watdiv,stateless
562.7965927124023,366960.0,6,100,15.319108963012695,0.9853839874267578,S2,3,100,100,sage,watdiv,stateless
521.9881534576416,347610.0,1,100,4.108905792236328,0.0004768371582031,S2,1,100,500,sage,watdiv,stateless
531.583309173584,351451.0,2,100,8.139848709106445,0.1809597015380859,S2,2,100,500,sage,watdiv,stateless
533.8168144226074,351435.0,2,100,8.362770080566406,0.1921653747558593,S2,3,100,500,sage,watdiv,stateless
527.5928974151611,347594.0,1,100,4.206418991088867,0.0,S2,1,100,1000,sage,watdiv,stateless
528.2769203186035,347612.0,1,100,4.431247711181641,0.0002384185791015,S2,2,100,1000,sage,watdiv,stateless
562.9785060882568,347611.0,1,100,4.36091423034668,0.0002384185791015,S2,3,100,1000,sage,watdiv,stateless
524.146318435669,347613.0,1,100,3.841400146484375,0.0002384185791015,S2,1,100,10000,sage,watdiv,stateless
522.7372646331787,347612.0,1,100,6.837368011474609,0.0004768371582031,S2,2,100,10000,sage,watdiv,stateless
537.9037857055664,347613.0,1,100,4.820108413696289,0.0002384185791015,S2,3,100,10000,sage,watdiv,stateless
561.2015724182129,367650.0,6,960,16.684770584106445,0.9467601776123048,S2,1,1000,100,sage,watdiv,stateless
558.5882663726807,366942.0,6,960,15.494823455810549,0.7598400115966797,S2,2,1000,100,sage,watdiv,stateless
560.01877784729,366806.0,6,960,15.644550323486328,0.7584095001220703,S2,3,1000,100,sage,watdiv,stateless
536.6897583007812,351445.0,2,960,7.838964462280273,0.1306533813476562,S2,1,1000,500,sage,watdiv,stateless
537.6105308532715,351454.0,2,960,8.176803588867188,0.1823902130126953,S2,2,1000,500,sage,watdiv,stateless
533.3421230316162,351452.0,2,960,8.057832717895508,0.2074241638183593,S2,3,1000,500,sage,watdiv,stateless
519.4728374481201,347612.0,1,960,4.698514938354492,0.0002384185791015,S2,1,1000,1000,sage,watdiv,stateless
528.4652709960938,347612.0,1,960,5.488872528076172,0.0002384185791015,S2,2,1000,1000,sage,watdiv,stateless
530.8783054351807,347594.0,1,960,4.563808441162109,0.0,S2,3,1000,1000,sage,watdiv,stateless
531.998872756958,347613.0,1,960,4.613161087036133,0.0002384185791015,S2,1,1000,10000,sage,watdiv,stateless
536.1721515655518,347614.0,1,960,10.844707489013672,0.0002384185791015,S2,2,1000,10000,sage,watdiv,stateless
529.8316478729248,347612.0,1,960,4.359006881713867,0.0004768371582031,S2,3,1000,10000,sage,watdiv,stateless
566.6346549987793,366957.0,6,960,16.92485809326172,0.9069442749023438,S2,1,10000,100,sage,watdiv,stateless
560.9045028686523,366783.0,6,960,15.751123428344728,0.8225440979003906,S2,2,10000,100,sage,watdiv,stateless
566.5428638458252,366814.0,6,960,15.795469284057615,0.86212158203125,S2,3,10000,100,sage,watdiv,stateless
538.3706092834473,351447.0,2,960,7.169485092163086,0.2048015594482422,S2,1,10000,500,sage,watdiv,stateless
553.1671047210693,351606.0,2,960,7.498741149902344,0.2617835998535156,S2,2,10000,500,sage,watdiv,stateless
520.0700759887695,347593.0,1,960,4.417181015014648,0.0,S2,3,10000,500,sage,watdiv,stateless
523.097038269043,347612.0,1,960,3.932952880859375,0.0002384185791015,S2,1,10000,1000,sage,watdiv,stateless
533.7135791778564,347612.0,1,960,4.721403121948242,0.0002384185791015,S2,2,10000,1000,sage,watdiv,stateless
529.6370983123779,347611.0,1,960,4.251718521118164,0.0004768371582031,S2,3,10000,1000,sage,watdiv,stateless
532.1366786956787,347612.0,1,960,9.089231491088867,0.0004768371582031,S2,1,10000,10000,sage,watdiv,stateless
528.8395881652832,347613.0,1,960,4.554271697998047,0.0002384185791015,S2,2,10000,10000,sage,watdiv,stateless
538.048505783081,347613.0,1,960,4.398584365844727,0.0002384185791015,S2,3,10000,10000,sage,watdiv,stateless
434.6692562103272,5890943.0,3,10,7.913351058959961,0.8883476257324219,F4,1,10,100,sage,watdiv,stateless
393.0997848510742,5890047.0,3,10,7.650852203369141,0.9126663208007812,F4,2,10,100,sage,watdiv,stateless
409.1620445251465,5887897.0,3,10,8.086442947387695,0.9927749633789062,F4,3,10,100,sage,watdiv,stateless
365.65256118774414,5860829.0,1,10,6.783008575439453,0.0004768371582031,F4,1,10,500,sage,watdiv,stateless
367.1166896820069,5860830.0,1,10,5.851507186889648,0.0002384185791015,F4,2,10,500,sage,watdiv,stateless
