execution_time,data_transfer,http_calls,solutions,resuming_time,saving_time,query,run,limit,quota,approach,workload,xp
3684.216260910034,280903.0,31,100,385.7731819152832,8.07332992553711,Q21,1,0,100,sage,wikidata,stateless
3653.1670093536377,280729.0,31,100,396.1238861083984,7.684469223022461,Q21,2,0,100,sage,wikidata,stateless
4194.379091262817,281195.0,31,100,393.4669494628906,7.960081100463867,Q21,3,0,100,sage,wikidata,stateless
3239.0871047973637,146258.0,7,100,85.97993850708008,1.620769500732422,Q21,1,0,500,sage,wikidata,stateless
3213.113784790039,146218.0,7,100,87.93759346008301,1.869916915893555,Q21,2,0,500,sage,wikidata,stateless
3222.536563873291,146212.0,7,100,92.25583076477052,1.9407272338867188,Q21,3,0,500,sage,wikidata,stateless
3120.872259140014,129418.0,4,100,47.6229190826416,0.9469985961914062,Q21,1,0,1000,sage,wikidata,stateless
3140.634298324585,129402.0,4,100,46.55766487121582,0.9522438049316406,Q21,2,0,1000,sage,wikidata,stateless
3096.9579219818115,129387.0,4,100,48.74968528747559,1.0273456573486328,Q21,3,0,1000,sage,wikidata,stateless
3145.69354057312,112685.0,1,100,10.59269905090332,0.0002384185791015,Q21,1,0,10000,sage,wikidata,stateless
3073.1024742126465,112685.0,1,100,10.655641555786133,0.0004768371582031,Q21,2,0,10000,sage,wikidata,stateless
2986.6440296173096,112685.0,1,100,10.528802871704102,0.0004768371582031,Q21,3,0,10000,sage,wikidata,stateless
3549.449920654297,266385.0,30,100,286.6978645324707,7.388830184936523,Q14,1,0,100,sage,wikidata,stateless
3504.077911376953,272522.0,31,100,257.39049911499023,7.080078125,Q14,2,0,100,sage,wikidata,stateless
3572.351455688477,272283.0,31,100,312.5922679901123,7.382392883300781,Q14,3,0,100,sage,wikidata,stateless
3160.020112991333,144477.0,7,100,64.05401229858398,1.6717910766601562,Q14,1,0,500,sage,wikidata,stateless
3180.7732582092285,144406.0,7,100,60.58621406555176,1.5411376953125,Q14,2,0,500,sage,wikidata,stateless
3157.521247863769,145187.0,7,100,56.35809898376465,1.802206039428711,Q14,3,0,500,sage,wikidata,stateless
3049.123764038086,123182.0,3,100,24.722576141357425,0.6566047668457031,Q14,1,0,1000,sage,wikidata,stateless
3124.6132850646973,128458.0,4,100,35.09879112243652,0.8454322814941406,Q14,2,0,1000,sage,wikidata,stateless
3137.291193008423,128535.0,4,100,33.84280204772949,0.9334087371826172,Q14,3,0,1000,sage,wikidata,stateless
3049.3648052215576,112589.0,1,100,9.0484619140625,0.0004768371582031,Q14,1,0,10000,sage,wikidata,stateless
2982.2912216186523,112593.0,1,100,10.771751403808594,0.0002384185791015,Q14,2,0,10000,sage,wikidata,stateless
3115.669250488281,112592.0,1,100,8.292675018310547,0.0002384185791015,Q14,3,0,10000,sage,wikidata,stateless
394.8590755462647,64278.0,4,30,19.36578750610352,0.5617141723632812,Q2,1,0,100,sage,wikidata,stateless
401.2041091918945,64285.0,4,30,20.761728286743164,0.7266998291015625,Q2,2,0,100,sage,wikidata,stateless
405.4722785949707,64278.0,4,30,25.388240814208984,0.5540847778320312,Q2,3,0,100,sage,wikidata,stateless
365.06152153015137,56582.0,1,30,5.131721496582031,0.0002384185791015,Q2,1,0,500,sage,wikidata,stateless
367.7985668182373,56564.0,1,30,5.868434906005859,0.0,Q2,2,0,500,sage,wikidata,stateless
375.4870891571045,56581.0,1,30,5.396842956542969,0.0004768371582031,Q2,3,0,500,sage,wikidata,stateless
358.88171195983887,56583.0,1,30,5.335330963134766,0.0002384185791015,Q2,1,0,1000,sage,wikidata,stateless
356.2731742858887,56583.0,1,30,4.857301712036133,0.0002384185791015,Q2,2,0,1000,sage,wikidata,stateless
366.00208282470703,56582.0,1,30,5.273580551147461,0.0004768371582031,Q2,3,0,1000,sage,wikidata,stateless
365.553617477417,56583.0,1,30,5.209445953369141,0.0004768371582031,Q2,1,0,10000,sage,wikidata,stateless
361.900806427002,56583.0,1,30,5.25975227355957,0.0002384185791015,Q2,2,0,10000,sage,wikidata,stateless
367.5057888031006,56584.0,1,30,6.221532821655273,0.0007152557373046,Q2,3,0,10000,sage,wikidata,stateless
14.931440353393556,30803.0,1,88,2.560138702392578,0.0002384185791015,Q7,1,0,100,sage,wikidata,stateless
17.172813415527344,30804.0,1,88,3.368616104125977,0.0002384185791015,Q7,2,0,100,sage,wikidata,stateless
15.180349349975586,30785.0,1,88,2.668619155883789,0.0,Q7,3,0,100,sage,wikidata,stateless
